name,memory_gb,tdp_w,price
ZOTAC Gaming GeForce RTX 4070 Ti AMP Extreme Airo GeForce RTX 4070 Ti,12,285,
ZOTAC Gaming GeForce RTX 4070 Ti Super AMP! Holo GeForce RTX 4070 Ti Super (16GB),16,285,
ZOTAC Gaming GeForce RTX 4070 Ti Super Trinity Black Edition GeForce RTX 4070 Ti Super (16GB),16,285,
ZOTAC Gaming GeForce RTX 4070 Ti Super Trinity OC White Edition GeForce RTX 4070 Ti Super (16GB),16,285,1129.99
ZOTAC Gaming GeForce RTX 4070 Ti Trinity GeForce RTX 4070 Ti,12,285,
ZOTAC Gaming GeForce RTX 4070 Ti Trinity OC GeForce RTX 4070 Ti,12,285,
ZOTAC Gaming GeForce RTX 4070 Trinity GeForce RTX 4070,12,200,
ZOTAC Gaming GeForce RTX 4070 Twin Edge OC GeForce RTX 4070,12,200,
ZOTAC Gaming GeForce RTX 4080 AMP! Extreme Airo GeForce RTX 4080,16,320,
ZOTAC Gaming GeForce RTX 4080 Super AMP! Extreme Airo GeForce RTX 4080 Super (16GB),16,320,
ZOTAC Gaming GeForce RTX 4080 Super Trinity Black Edition GeForce RTX 4080 Super (16GB),16,320,
ZOTAC Gaming GeForce RTX 4080 Super Trinity OC White Edition GeForce RTX 4080 Super (16GB),16,320,1449.99
ZOTAC Gaming GeForce RTX 4080 Trinity GeForce RTX 4080,16,320,
ZOTAC Gaming GeForce RTX 4080 Trinity OC GeForce RTX 4080,16,320,
ZOTAC GAMING RTX 3070 Ti AMP! Holo GeForce RTX 3070 Ti,8,320,
Zotac Gaming RTX 3070 Twin Edge GeForce RTX 3070,8,220,
Zotac Gaming RTX 3070 Twin Edge OC GeForce RTX 3070,8,220,
ZOTAC GeForce GT 1030 GeForce GT 1030,2,30,178.99
ZOTAC GeForce GTX 1050 Mini GeForce GTX 1050,2,75,153.2
ZOTAC GeForce GTX 1050 Ti Mini GeForce GTX 1050 Ti,4,75,226.24
ZOTAC GeForce GTX 1050 Ti OC GeForce GTX 1050 Ti,4,75,286.04
ZOTAC GeForce GTX 1060 AMP! Edition GeForce GTX 1060 (6GB),6,120,396.05
ZOTAC GeForce GTX 1060 AMP!+ 9 Gbps GeForce GTX 1060 (6GB),6,120,
ZOTAC GeForce GTX 1060 Mini GeForce GTX 1060 (3GB),3,120,256.87
ZOTAC GeForce GTX 1060 Mini GeForce GTX 1060 (6GB),6,120,351.97
ZOTAC GeForce GTX 1070 AMP! Extreme Edition GeForce GTX 1070,8,150,674.08
ZOTAC GeForce GTX 1070 Founders Edition GeForce GTX 1070,8,150,
ZOTAC GeForce GTX 1070 Mini GeForce GTX 1070,8,150,484.99
ZOTAC GeForce GTX 1070 Ti AMP! Edition GeForce GTX 1070 Ti,8,180,613.51
ZOTAC GeForce GTX 1070 Ti AMP! Extreme Edition GeForce GTX 1070 Ti,8,180,875.85
ZOTAC GeForce GTX 1070 Ti Mini GeForce GTX 1070 Ti,8,180,610.94
ZOTAC GeForce GTX 1080 AMP! Extreme Edition GeForce GTX 1080,8,180,
ZOTAC GeForce GTX 1080 AMP! Extreme+ 11 Gbps GeForce GTX 1080,8,180,884.07
ZOTAC GeForce GTX 1080 Founders Edition GeForce GTX 1080,8,180,
ZOTAC GeForce GTX 1080 Mini GeForce GTX 1080,8,180,710.85
ZOTAC GeForce GTX 1080 Ti AMP! Edition GeForce GTX 1080 Ti,11,250,924.99
ZOTAC GeForce GTX 1080 Ti AMP! Extreme Core GeForce GTX 1080 Ti,11,250,1038.0
ZOTAC GeForce GTX 1080 Ti AMP! Extreme Edition GeForce GTX 1080 Ti,11,250,1239.87
ZOTAC GeForce GTX 1080 Ti Arctic Storm GeForce GTX 1080 Ti,11,250,
ZOTAC GeForce GTX 1080 Ti Arctic Storm Mini GeForce GTX 1080 Ti,11,250,
ZOTAC GeForce GTX 1080 Ti Blower GeForce GTX 1080 Ti,11,250,
ZOTAC GeForce GTX 1080 Ti Founders Edition GeForce GTX 1080 Ti,11,250,
ZOTAC GeForce GTX 1080 Ti Mini GeForce GTX 1080 Ti,11,250,899.11
ZOTAC GeForce RTX 3080 Ti Trinity GeForce RTX 3080 Ti,12,350,
ZOTAC GeForce RTX 3080 Ti Trinity OC GeForce RTX 3080 Ti,12,350,
